,State,Year,Month,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Predicted Value
20527,OH,2019,January,Heroin (T40.1),718,100.0,0.0162349522286531,Ohio,718
20528,OH,2019,January,"Synthetic opioids, excl. methadone (T40.4)",2872,100.0,0.0162349522286531,Ohio,2872
20529,OH,2019,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",3140,100.0,0.0162349522286531,Ohio,3140
20530,OH,2019,January,Cocaine (T40.5),1123,100.0,0.0162349522286531,Ohio,1123
20532,OH,2019,January,"Opioids (T40.0-T40.4,T40.6)",3297,100.0,0.0162349522286531,Ohio,3297
20533,OH,2019,January,Psychostimulants with abuse potential (T43.6),600,100.0,0.0162349522286531,Ohio,600
20534,OH,2019,January,Natural & semi-synthetic opioids (T40.2),487,100.0,0.0162349522286531,Ohio,487
20535,OH,2019,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",554,100.0,0.0162349522286531,Ohio,554
20536,OH,2019,January,Number of Drug Overdose Deaths,4036,100.0,0.0162349522286531,Ohio,4036
20537,OH,2019,January,Methadone (T40.3),74,100.0,0.0162349522286531,Ohio,74
20539,OH,2019,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",3241,100.0,0.0162134993595668,Ohio,3246
20540,OH,2019,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",473,100.0,0.0162134993595668,Ohio,475
20541,OH,2019,July,"Synthetic opioids, excl. methadone (T40.4)",3025,100.0,0.0162134993595668,Ohio,3032
20542,OH,2019,July,"Opioids (T40.0-T40.4,T40.6)",3394,100.0,0.0162134993595668,Ohio,3396
20543,OH,2019,July,Methadone (T40.3),72,100.0,0.0162134993595668,Ohio,73
20544,OH,2019,July,Psychostimulants with abuse potential (T43.6),714,100.0,0.0162134993595668,Ohio,719
20545,OH,2019,July,Natural & semi-synthetic opioids (T40.2),408,100.0,0.0162134993595668,Ohio,410
20547,OH,2019,July,Number of Drug Overdose Deaths,4160,100.0,0.0162134993595668,Ohio,4160
20548,OH,2019,July,Heroin (T40.1),656,100.0,0.0162134993595668,Ohio,658
20549,OH,2019,July,Cocaine (T40.5),1177,100.0,0.0162134993595668,Ohio,1185
20550,OH,2019,June,"Opioids (T40.0-T40.4,T40.6)",3381,100.0,0.0170466998400857,Ohio,3381
20551,OH,2019,June,Cocaine (T40.5),1175,100.0,0.0170466998400857,Ohio,1183
20552,OH,2019,June,Psychostimulants with abuse potential (T43.6),708,100.0,0.0170466998400857,Ohio,712
20553,OH,2019,June,Heroin (T40.1),665,100.0,0.0170466998400857,Ohio,666
20554,OH,2019,June,"Synthetic opioids, excl. methadone (T40.4)",3015,100.0,0.0170466998400857,Ohio,3019
20555,OH,2019,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",3233,100.0,0.0170466998400857,Ohio,3237
20557,OH,2019,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",476,100.0,0.0170466998400857,Ohio,478
20558,OH,2019,June,Natural & semi-synthetic opioids (T40.2),410,100.0,0.0170466998400857,Ohio,411
20560,OH,2019,June,Number of Drug Overdose Deaths,4148,100.0,0.0170466998400857,Ohio,4148
20561,OH,2019,June,Methadone (T40.3),73,100.0,0.0170466998400857,Ohio,74
20562,OH,2019,March,"Opioids (T40.0-T40.4,T40.6)",3316,100.0,0.0162121850783049,Ohio,3320
20563,OH,2019,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",522,100.0,0.0162121850783049,Ohio,525
20565,OH,2019,March,Number of Drug Overdose Deaths,4062,100.0,0.0162121850783049,Ohio,4062
20567,OH,2019,March,Psychostimulants with abuse potential (T43.6),643,100.0,0.0162121850783049,Ohio,648
20568,OH,2019,March,Natural & semi-synthetic opioids (T40.2),459,100.0,0.0162121850783049,Ohio,462
20569,OH,2019,March,"Synthetic opioids, excl. methadone (T40.4)",2918,100.0,0.0162121850783049,Ohio,2928
20570,OH,2019,March,Methadone (T40.3),71,100.0,0.0162121850783049,Ohio,72
20571,OH,2019,March,Heroin (T40.1),701,100.0,0.0162121850783049,Ohio,703
20572,OH,2019,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",3167,100.0,0.0162121850783049,Ohio,3175
20573,OH,2019,March,Cocaine (T40.5),1122,100.0,0.0162121850783049,Ohio,1125
20575,OH,2019,May,Heroin (T40.1),673,100.0,0.0162600304062569,Ohio,675
20577,OH,2019,May,"Opioids (T40.0-T40.4,T40.6)",3365,100.0,0.0162600304062569,Ohio,3369
20578,OH,2019,May,Cocaine (T40.5),1165,100.0,0.0162600304062569,Ohio,1177
20579,OH,2019,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",483,100.0,0.0162600304062569,Ohio,485
20580,OH,2019,May,"Synthetic opioids, excl. methadone (T40.4)",2992,100.0,0.0162600304062569,Ohio,3003
20581,OH,2019,May,Psychostimulants with abuse potential (T43.6),675,100.0,0.0162600304062569,Ohio,680
20582,OH,2019,May,Methadone (T40.3),71,100.0,0.0162600304062569,Ohio,72
20583,OH,2019,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",3213,100.0,0.0162600304062569,Ohio,3220
20584,OH,2019,May,Natural & semi-synthetic opioids (T40.2),420,100.0,0.0162600304062569,Ohio,422
20585,OH,2019,May,Number of Drug Overdose Deaths,4118,100.0,0.0162600304062569,Ohio,4118
20586,OH,2019,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",3334,100.0,0.0194214040056646,Ohio,3334
20587,OH,2019,November,Methadone (T40.3),76,100.0,0.0194214040056646,Ohio,77
20588,OH,2019,November,Number of Drug Overdose Deaths,4261,100.0,0.0194214040056646,Ohio,4261
20589,OH,2019,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",488,100.0,0.0194214040056646,Ohio,489
20590,OH,2019,November,"Opioids (T40.0-T40.4,T40.6)",3463,100.0,0.0194214040056646,Ohio,3463
20591,OH,2019,November,Natural & semi-synthetic opioids (T40.2),418,100.0,0.0194214040056646,Ohio,419
20593,OH,2019,November,Psychostimulants with abuse potential (T43.6),812,100.0,0.0194214040056646,Ohio,813
20594,OH,2019,November,Cocaine (T40.5),1226,100.0,0.0194214040056646,Ohio,1226
20596,OH,2019,November,"Synthetic opioids, excl. methadone (T40.4)",3110,100.0,0.0194214040056646,Ohio,3110
20597,OH,2019,November,Heroin (T40.1),565,100.0,0.0194214040056646,Ohio,565
20598,OH,2019,October,Methadone (T40.3),76,100.0,0.0169966168638814,Ohio,77
20600,OH,2019,October,Number of Drug Overdose Deaths,4166,100.0,0.0169966168638814,Ohio,4166
20601,OH,2019,October,"Opioids (T40.0-T40.4,T40.6)",3368,100.0,0.0169966168638814,Ohio,3370
20602,OH,2019,October,Natural & semi-synthetic opioids (T40.2),391,100.0,0.0169966168638814,Ohio,393
20603,OH,2019,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",3235,100.0,0.0169966168638814,Ohio,3239
20604,OH,2019,October,Cocaine (T40.5),1194,100.0,0.0169966168638814,Ohio,1196
20605,OH,2019,October,Heroin (T40.1),574,100.0,0.0169966168638814,Ohio,575
20607,OH,2019,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",463,100.0,0.0169966168638814,Ohio,465
20608,OH,2019,October,"Synthetic opioids, excl. methadone (T40.4)",3012,100.0,0.0169966168638814,Ohio,3017
20609,OH,2019,October,Psychostimulants with abuse potential (T43.6),792,100.0,0.0169966168638814,Ohio,796
20610,OH,2019,September,Number of Drug Overdose Deaths,4118,100.0,0.0186207678233132,Ohio,4118
20611,OH,2019,September,Natural & semi-synthetic opioids (T40.2),400,100.0,0.0186207678233132,Ohio,402
20614,OH,2019,September,Methadone (T40.3),73,100.0,0.0186207678233132,Ohio,74
20615,OH,2019,September,Heroin (T40.1),599,100.0,0.0186207678233132,Ohio,599
20616,OH,2019,September,"Opioids (T40.0-T40.4,T40.6)",3347,100.0,0.0186207678233132,Ohio,3347
20617,OH,2019,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",3200,100.0,0.0186207678233132,Ohio,3203
20618,OH,2019,September,Cocaine (T40.5),1191,100.0,0.0186207678233132,Ohio,1193
20619,OH,2019,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",467,100.0,0.0186207678233132,Ohio,469
20620,OH,2019,September,"Synthetic opioids, excl. methadone (T40.4)",2976,100.0,0.0186207678233132,Ohio,2978
20621,OH,2019,September,Psychostimulants with abuse potential (T43.6),763,100.0,0.0186207678233132,Ohio,766
20622,OH,2020,February,"Opioids (T40.0-T40.4,T40.6)",3551,100.0,0.0370230267129186,Ohio,3551
20623,OH,2020,February,Natural & semi-synthetic opioids (T40.2),410,100.0,0.0370230267129186,Ohio,412
20624,OH,2020,February,Cocaine (T40.5),1253,100.0,0.0370230267129186,Ohio,1255
20625,OH,2020,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",3450,100.0,0.0370230267129186,Ohio,3453
20626,OH,2020,February,Methadone (T40.3),72,100.0,0.0370230267129186,Ohio,73
20627,OH,2020,February,Number of Drug Overdose Deaths,4362,100.0,0.0370230267129186,Ohio,4362
20628,OH,2020,February,Psychostimulants with abuse potential (T43.6),897,100.0,0.0370230267129186,Ohio,903
20629,OH,2020,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",477,100.0,0.0370230267129186,Ohio,479
20632,OH,2020,February,Heroin (T40.1),465,100.0,0.0370230267129186,Ohio,465
20633,OH,2020,February,"Synthetic opioids, excl. methadone (T40.4)",3238,100.0,0.0370230267129186,Ohio,3245
20634,OH,2020,January,Natural & semi-synthetic opioids (T40.2),406,100.0,0.0275023053403006,Ohio,406
20635,OH,2020,January,Cocaine (T40.5),1230,100.0,0.0275023053403006,Ohio,1230
20636,OH,2020,January,Methadone (T40.3),72,100.0,0.0275023053403006,Ohio,72
20637,OH,2020,January,Number of Drug Overdose Deaths,4302,100.0,0.0275023053403006,Ohio,4302
20638,OH,2020,January,Psychostimulants with abuse potential (T43.6),858,100.0,0.0275023053403006,Ohio,859
20639,OH,2020,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",3389,100.0,0.0275023053403006,Ohio,3389
20642,OH,2020,January,Heroin (T40.1),492,100.0,0.0275023053403006,Ohio,492
20643,OH,2020,January,"Synthetic opioids, excl. methadone (T40.4)",3173,100.0,0.0275023053403006,Ohio,3173
20644,OH,2020,January,"Opioids (T40.0-T40.4,T40.6)",3502,100.0,0.0275023053403006,Ohio,3502
20645,OH,2020,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",472,100.0,0.0275023053403006,Ohio,472
20646,OK,2015,April,Psychostimulants with abuse potential (T43.6),168,100.0,0.0184181445034994,Oklahoma,169
20647,OK,2015,April,Cocaine (T40.5),32,100.0,0.0184181445034994,Oklahoma,33
20648,OK,2015,April,Methadone (T40.3),66,100.0,0.0184181445034994,Oklahoma,67
20649,OK,2015,April,"Synthetic opioids, excl. methadone (T40.4)",81,100.0,0.0184181445034994,Oklahoma,82
20650,OK,2015,April,Heroin (T40.1),29,100.0,0.0184181445034994,Oklahoma,29
20651,OK,2015,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",461,100.0,0.0184181445034994,Oklahoma,461
20652,OK,2015,April,"Opioids (T40.0-T40.4,T40.6)",496,100.0,0.0184181445034994,Oklahoma,496
20653,OK,2015,April,Natural & semi-synthetic opioids (T40.2),353,100.0,0.0184181445034994,Oklahoma,354
20654,OK,2015,April,Number of Drug Overdose Deaths,766,100.0,0.0184181445034994,Oklahoma,766
20655,OK,2015,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",407,100.0,0.0184181445034994,Oklahoma,408
20658,OK,2015,August,"Synthetic opioids, excl. methadone (T40.4)",89,100.0,0.0156702969521272,Oklahoma,90
20659,OK,2015,August,Psychostimulants with abuse potential (T43.6),181,100.0,0.0156702969521272,Oklahoma,182
20660,OK,2015,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",354,100.0,0.0156702969521272,Oklahoma,355
20661,OK,2015,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",413,100.0,0.0156702969521272,Oklahoma,413
20662,OK,2015,August,"Opioids (T40.0-T40.4,T40.6)",444,100.0,0.0156702969521272,Oklahoma,444
20663,OK,2015,August,Heroin (T40.1),25,100.0,0.0156702969521272,Oklahoma,25
20665,OK,2015,August,Natural & semi-synthetic opioids (T40.2),300,100.0,0.0156702969521272,Oklahoma,301
20666,OK,2015,August,Cocaine (T40.5),29,100.0,0.0156702969521272,Oklahoma,30
20667,OK,2015,August,Number of Drug Overdose Deaths,727,100.0,0.0156702969521272,Oklahoma,727
20669,OK,2015,August,Methadone (T40.3),62,100.0,0.0156702969521272,Oklahoma,63
20670,OK,2015,December,"Synthetic opioids, excl. methadone (T40.4)",92,100.0,0.0182667466924141,Oklahoma,93
20672,OK,2015,December,Psychostimulants with abuse potential (T43.6),199,100.0,0.0182667466924141,Oklahoma,200
20674,OK,2015,December,Cocaine (T40.5),30,100.0,0.0182667466924141,Oklahoma,31
20675,OK,2015,December,"Opioids (T40.0-T40.4,T40.6)",427,100.0,0.0182667466924141,Oklahoma,427
20676,OK,2015,December,Heroin (T40.1),32,100.0,0.0182667466924141,Oklahoma,32
20677,OK,2015,December,Methadone (T40.3),62,100.0,0.0182667466924141,Oklahoma,63
20678,OK,2015,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",333,100.0,0.0182667466924141,Oklahoma,334
20679,OK,2015,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",393,100.0,0.0182667466924141,Oklahoma,393
20680,OK,2015,December,Number of Drug Overdose Deaths,722,100.0,0.0182667466924141,Oklahoma,722
20681,OK,2015,December,Natural & semi-synthetic opioids (T40.2),282,100.0,0.0182667466924141,Oklahoma,283
20682,OK,2015,February,Number of Drug Overdose Deaths,773,100.0,0.0184317236294697,Oklahoma,773
20683,OK,2015,February,Natural & semi-synthetic opioids (T40.2),353,100.0,0.0184317236294697,Oklahoma,354
20684,OK,2015,February,Cocaine (T40.5),27,100.0,0.0184317236294697,Oklahoma,28
20685,OK,2015,February,Psychostimulants with abuse potential (T43.6),171,100.0,0.0184317236294697,Oklahoma,172
20686,OK,2015,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",461,100.0,0.0184317236294697,Oklahoma,461
20687,OK,2015,February,Methadone (T40.3),70,100.0,0.0184317236294697,Oklahoma,71
20689,OK,2015,February,Heroin (T40.1),27,100.0,0.0184317236294697,Oklahoma,27
20690,OK,2015,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",411,100.0,0.0184317236294697,Oklahoma,412
20692,OK,2015,February,"Synthetic opioids, excl. methadone (T40.4)",78,100.0,0.0184317236294697,Oklahoma,79
20693,OK,2015,February,"Opioids (T40.0-T40.4,T40.6)",492,100.0,0.0184317236294697,Oklahoma,492
20694,OK,2015,January,Cocaine (T40.5),20,100.0,0.0211707420345083,Oklahoma,21
20695,OK,2015,January,Psychostimulants with abuse potential (T43.6),164,100.0,0.0211707420345083,Oklahoma,165
20696,OK,2015,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",473,100.0,0.0211707420345083,Oklahoma,474
20697,OK,2015,January,Methadone (T40.3),71,100.0,0.0211707420345083,Oklahoma,72
20698,OK,2015,January,Number of Drug Overdose Deaths,794,100.0,0.0211707420345083,Oklahoma,794
20699,OK,2015,January,Heroin (T40.1),27,100.0,0.0211707420345083,Oklahoma,27
20700,OK,2015,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",426,100.0,0.0211707420345083,Oklahoma,427
20703,OK,2015,January,"Synthetic opioids, excl. methadone (T40.4)",72,100.0,0.0211707420345083,Oklahoma,73
20704,OK,2015,January,"Opioids (T40.0-T40.4,T40.6)",505,100.0,0.0211707420345083,Oklahoma,505
20705,OK,2015,January,Natural & semi-synthetic opioids (T40.2),368,100.0,0.0211707420345083,Oklahoma,369
20706,OK,2015,July,Psychostimulants with abuse potential (T43.6),180,100.0,0.0209462466944204,Oklahoma,181
20707,OK,2015,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",369,100.0,0.0209462466944204,Oklahoma,370
20708,OK,2015,July,Natural & semi-synthetic opioids (T40.2),313,100.0,0.0209462466944204,Oklahoma,314
20709,OK,2015,July,"Opioids (T40.0-T40.4,T40.6)",463,100.0,0.0209462466944204,Oklahoma,463
20710,OK,2015,July,"Synthetic opioids, excl. methadone (T40.4)",93,100.0,0.0209462466944204,Oklahoma,94
20712,OK,2015,July,Methadone (T40.3),65,100.0,0.0209462466944204,Oklahoma,66
20713,OK,2015,July,Cocaine (T40.5),31,100.0,0.0209462466944204,Oklahoma,32
20714,OK,2015,July,Heroin (T40.1),26,100.0,0.0209462466944204,Oklahoma,26
20715,OK,2015,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",431,100.0,0.0209462466944204,Oklahoma,431
20717,OK,2015,July,Number of Drug Overdose Deaths,733,100.0,0.0209462466944204,Oklahoma,733
20718,OK,2015,June,Heroin (T40.1),26,100.0,0.023597891921655,Oklahoma,27
20719,OK,2015,June,Cocaine (T40.5),30,100.0,0.023597891921655,Oklahoma,31
20720,OK,2015,June,Number of Drug Overdose Deaths,738,100.0,0.023597891921655,Oklahoma,738
20721,OK,2015,June,"Synthetic opioids, excl. methadone (T40.4)",89,100.0,0.023597891921655,Oklahoma,90
20723,OK,2015,June,Natural & semi-synthetic opioids (T40.2),320,100.0,0.023597891921655,Oklahoma,321
20724,OK,2015,June,Psychostimulants with abuse potential (T43.6),182,100.0,0.023597891921655,Oklahoma,183
20726,OK,2015,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",436,100.0,0.023597891921655,Oklahoma,437
20727,OK,2015,June,Methadone (T40.3),65,100.0,0.023597891921655,Oklahoma,66
20728,OK,2015,June,"Opioids (T40.0-T40.4,T40.6)",470,100.0,0.023597891921655,Oklahoma,470
20729,OK,2015,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",375,100.0,0.023597891921655,Oklahoma,376
20730,OK,2015,March,Methadone (T40.3),66,100.0,0.0184002313171937,Oklahoma,67
20731,OK,2015,March,Number of Drug Overdose Deaths,771,100.0,0.0184002313171937,Oklahoma,771
20732,OK,2015,March,"Opioids (T40.0-T40.4,T40.6)",487,100.0,0.0184002313171937,Oklahoma,487
20733,OK,2015,March,Natural & semi-synthetic opioids (T40.2),351,100.0,0.0184002313171937,Oklahoma,352
20734,OK,2015,March,Cocaine (T40.5),32,100.0,0.0184002313171937,Oklahoma,33
20735,OK,2015,March,Psychostimulants with abuse potential (T43.6),170,100.0,0.0184002313171937,Oklahoma,171
20736,OK,2015,March,"Synthetic opioids, excl. methadone (T40.4)",76,100.0,0.0184002313171937,Oklahoma,77
20738,OK,2015,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",455,100.0,0.0184002313171937,Oklahoma,455
20739,OK,2015,March,Heroin (T40.1),28,100.0,0.0184002313171937,Oklahoma,28
20741,OK,2015,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",405,100.0,0.0184002313171937,Oklahoma,406
20742,OK,2015,May,Heroin (T40.1),27,100.0,0.0184273567273014,Oklahoma,27
20743,OK,2015,May,Cocaine (T40.5),33,100.0,0.0184273567273014,Oklahoma,34
20744,OK,2015,May,Number of Drug Overdose Deaths,752,100.0,0.0184273567273014,Oklahoma,752
20745,OK,2015,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",448,100.0,0.0184273567273014,Oklahoma,448
20746,OK,2015,May,Psychostimulants with abuse potential (T43.6),170,100.0,0.0184273567273014,Oklahoma,171
20747,OK,2015,May,"Synthetic opioids, excl. methadone (T40.4)",79,100.0,0.0184273567273014,Oklahoma,80
20749,OK,2015,May,"Opioids (T40.0-T40.4,T40.6)",482,100.0,0.0184273567273014,Oklahoma,482
20750,OK,2015,May,Natural & semi-synthetic opioids (T40.2),340,100.0,0.0184273567273014,Oklahoma,341
20751,OK,2015,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",395,100.0,0.0184273567273014,Oklahoma,396
20752,OK,2015,May,Methadone (T40.3),67,100.0,0.0184273567273014,Oklahoma,68
20755,OK,2015,November,Heroin (T40.1),28,100.0,0.0208997335283975,Oklahoma,28
20756,OK,2015,November,"Synthetic opioids, excl. methadone (T40.4)",94,100.0,0.0208997335283975,Oklahoma,95
20757,OK,2015,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",340,100.0,0.0208997335283975,Oklahoma,341
20758,OK,2015,November,Psychostimulants with abuse potential (T43.6),203,100.0,0.0208997335283975,Oklahoma,204
20759,OK,2015,November,Natural & semi-synthetic opioids (T40.2),284,100.0,0.0208997335283975,Oklahoma,285
20760,OK,2015,November,Cocaine (T40.5),30,100.0,0.0208997335283975,Oklahoma,31
20761,OK,2015,November,Number of Drug Overdose Deaths,727,100.0,0.0208997335283975,Oklahoma,727
20763,OK,2015,November,Methadone (T40.3),68,100.0,0.0208997335283975,Oklahoma,69
20764,OK,2015,November,"Opioids (T40.0-T40.4,T40.6)",434,100.0,0.0208997335283975,Oklahoma,434
20765,OK,2015,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",403,100.0,0.0208997335283975,Oklahoma,403
20766,OK,2015,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",339,100.0,0.018295870360689998,Oklahoma,340
20767,OK,2015,October,"Opioids (T40.0-T40.4,T40.6)",431,100.0,0.018295870360689998,Oklahoma,431
20770,OK,2015,October,Heroin (T40.1),24,100.0,0.018295870360689998,Oklahoma,24
20771,OK,2015,October,Cocaine (T40.5),30,100.0,0.018295870360689998,Oklahoma,31
20772,OK,2015,October,Number of Drug Overdose Deaths,723,100.0,0.018295870360689998,Oklahoma,723
20773,OK,2015,October,"Synthetic opioids, excl. methadone (T40.4)",92,100.0,0.018295870360689998,Oklahoma,93
20774,OK,2015,October,Natural & semi-synthetic opioids (T40.2),284,100.0,0.018295870360689998,Oklahoma,285
20775,OK,2015,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",402,100.0,0.018295870360689998,Oklahoma,402
20776,OK,2015,October,Psychostimulants with abuse potential (T43.6),198,100.0,0.018295870360689998,Oklahoma,199
20777,OK,2015,October,Methadone (T40.3),65,100.0,0.018295870360689998,Oklahoma,66
20779,OK,2015,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",342,100.0,0.0183040033470178,Oklahoma,343
20780,OK,2015,September,Methadone (T40.3),63,100.0,0.0183040033470178,Oklahoma,64
20781,OK,2015,September,"Opioids (T40.0-T40.4,T40.6)",432,100.0,0.0183040033470178,Oklahoma,432
20782,OK,2015,September,Number of Drug Overdose Deaths,718,100.0,0.0183040033470178,Oklahoma,718
20783,OK,2015,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",403,100.0,0.0183040033470178,Oklahoma,403
20785,OK,2015,September,Cocaine (T40.5),29,100.0,0.0183040033470178,Oklahoma,30
20786,OK,2015,September,Psychostimulants with abuse potential (T43.6),193,100.0,0.0183040033470178,Oklahoma,194
20787,OK,2015,September,Heroin (T40.1),23,100.0,0.0183040033470178,Oklahoma,23
20788,OK,2015,September,"Synthetic opioids, excl. methadone (T40.4)",87,100.0,0.0183040033470178,Oklahoma,88
20789,OK,2015,September,Natural & semi-synthetic opioids (T40.2),288,100.0,0.0183040033470178,Oklahoma,289
20791,OK,2016,April,Psychostimulants with abuse potential (T43.6),205,100.0,0.0237818412429976,Oklahoma,206
20792,OK,2016,April,"Synthetic opioids, excl. methadone (T40.4)",95,100.0,0.0237818412429976,Oklahoma,96
20793,OK,2016,April,"Opioids (T40.0-T40.4,T40.6)",410,100.0,0.0237818412429976,Oklahoma,410
20794,OK,2016,April,Heroin (T40.1),38,100.0,0.0237818412429976,Oklahoma,39
20795,OK,2016,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",316,100.0,0.0237818412429976,Oklahoma,317
20797,OK,2016,April,Cocaine (T40.5),24,100.0,0.0237818412429976,Oklahoma,25
20798,OK,2016,April,Methadone (T40.3),52,100.0,0.0237818412429976,Oklahoma,53
20799,OK,2016,April,Number of Drug Overdose Deaths,712,100.0,0.0237818412429976,Oklahoma,712
20800,OK,2016,April,Natural & semi-synthetic opioids (T40.2),275,100.0,0.0237818412429976,Oklahoma,276
20801,OK,2016,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",374,100.0,0.0237818412429976,Oklahoma,375
20803,OK,2016,August,"Synthetic opioids, excl. methadone (T40.4)",97,100.0,0.0211115216129203,Oklahoma,98
20805,OK,2016,August,Heroin (T40.1),47,100.0,0.0211115216129203,Oklahoma,47
20806,OK,2016,August,Methadone (T40.3),45,100.0,0.0211115216129203,Oklahoma,46
20807,OK,2016,August,Psychostimulants with abuse potential (T43.6),241,100.0,0.0211115216129203,Oklahoma,242
20808,OK,2016,August,Number of Drug Overdose Deaths,768,100.0,0.0211115216129203,Oklahoma,768
20809,OK,2016,August,Cocaine (T40.5),26,100.0,0.0211115216129203,Oklahoma,27
20810,OK,2016,August,"Opioids (T40.0-T40.4,T40.6)",425,100.0,0.0211115216129203,Oklahoma,425
20811,OK,2016,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",382,100.0,0.0211115216129203,Oklahoma,383
20812,OK,2016,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",320,100.0,0.0211115216129203,Oklahoma,321
20813,OK,2016,August,Natural & semi-synthetic opioids (T40.2),287,100.0,0.0211115216129203,Oklahoma,288
20814,OK,2016,December,Psychostimulants with abuse potential (T43.6),267,100.0,0.0130992926381975,Oklahoma,268
20815,OK,2016,December,Heroin (T40.1),48,100.0,0.0130992926381975,Oklahoma,48
20817,OK,2016,December,Cocaine (T40.5),30,100.0,0.0130992926381975,Oklahoma,31
20819,OK,2016,December,"Opioids (T40.0-T40.4,T40.6)",432,100.0,0.0130992926381975,Oklahoma,432
20820,OK,2016,December,Number of Drug Overdose Deaths,803,100.0,0.0130992926381975,Oklahoma,803
20821,OK,2016,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",384,100.0,0.0130992926381975,Oklahoma,384
20822,OK,2016,December,"Synthetic opioids, excl. methadone (T40.4)",95,100.0,0.0130992926381975,Oklahoma,95
20823,OK,2016,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",317,100.0,0.0130992926381975,Oklahoma,318
20824,OK,2016,December,Natural & semi-synthetic opioids (T40.2),282,100.0,0.0130992926381975,Oklahoma,283
20825,OK,2016,December,Methadone (T40.3),44,100.0,0.0130992926381975,Oklahoma,45
20827,OK,2016,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",322,100.0,0.0184521299029945,Oklahoma,323
20828,OK,2016,February,Number of Drug Overdose Deaths,710,100.0,0.0184521299029945,Oklahoma,710
20829,OK,2016,February,"Opioids (T40.0-T40.4,T40.6)",420,100.0,0.0184521299029945,Oklahoma,420
